,0
381,58781
382,27940
383,73562
384,23904
385,65148
386,7118
387,43949
388,78462
389,35844
390,47985
391,12244
392,39102
393,13118
394,96382
395,47987
396,102017
397,84987
398,90138
399,43973
400,87776
401,65616
402,78203
403,35018
404,74692
405,87473
406,32108
407,34283
408,31076
409,48379
410,1668
411,103965
412,11627
413,19883
414,43701
415,30088
416,5357
417,25994
418,77138
419,61258
420,92777
421,48255
422,17288
423,48174
424,100504
425,8071
426,27077
427,81229
428,73062
429,97796
430,51231
431,12275
432,88846
433,55109
434,95470
435,45475
436,56
437,8367
438,21045
439,59521
440,6274
441,35862
442,59172
443,138
444,43785
445,61758
446,73111
447,22330
448,38195
449,69655
450,83893
451,99152
452,39553
453,82247
454,588
455,49464
456,25685
457,64657
458,47845
459,73503
460,98017
461,1039
462,72780
463,21867
464,1864
465,39057
466,61202
467,58079
468,6698
469,13315
470,71050
471,40499
472,64499
473,46499
474,48167
475,2078
476,74400
477,51724
478,33156
479,90031
480,19864
481,17657
482,12832
483,104647
484,87025
485,45311
486,2996
487,48741
488,51635
489,83919
490,60333
491,82609
492,17512
493,33410
494,25882
495,17632
496,6592
497,47094
498,93350
499,60064
500,2495
501,70451
502,11024
503,67096
504,38014
505,72909
506,49375
507,58606
508,6884
509,38709
510,44696
511,55546
512,81923
513,73479
514,76688
515,19304
516,69483
517,101886
518,51944
519,12385
520,24080
521,731
522,45010
523,81157
524,56208
525,3586
526,96873
527,52424
528,44318
529,36826
530,22679
531,75342
532,68420
533,87673
534,3646
535,47070
536,24769
537,26824
538,82796
539,51340
540,57064
541,76100
542,79667
543,98849
544,104240
545,52565
546,81890
547,17270
548,85919
549,19878
550,2415
551,53464
552,65394
553,48899
554,23458
555,62635
556,67423
557,102870
558,89267
559,88736
560,44272
561,87230
562,59333
563,68328
564,76900
565,103444
566,58470
567,59774
568,63689
569,80759
570,28635
571,101923
572,29676
573,52423
574,90921
575,100936
576,55378
577,10725
578,19756
579,58893
580,69952
581,55171
582,6898
583,14382
584,45290
585,24742
586,87467
587,70756
588,306
589,77892
590,44785
591,84170
592,38761
593,96320
594,69784
595,49968
596,25154
597,48640
598,68027
599,48189
600,47467
601,190
602,62250
603,72190
604,16475
605,104456
606,18180
607,41540
608,104612
609,20061
610,32635
611,78436
612,22634
613,76958
614,97472
615,42451
616,86108
617,28286
618,83437
619,39446
620,22746
621,34238
622,89417
623,14320
624,55662
625,101700
626,23755
627,10859
628,95703
629,79174
630,68797
631,99388
632,91165
633,66107
634,58201
635,82593
636,75551
637,70372
638,55360
639,52621
640,42635
641,103954
642,88849
643,70931
644,67655
645,68102
646,79207
647,85290
648,46976
649,74830
650,85621
651,5487
652,70349
653,20990
654,11069
655,91996
656,85305
657,36052
658,10651
659,8968
660,45633
661,103750
662,89006
663,58974
664,20892
665,19674
666,62506
667,15529
668,55338
669,52797
670,76917
671,99307
672,13351
673,20778
674,44799
675,89735
676,88956
677,84803
678,58181
679,100788
680,38213
681,80623
682,102255
683,71804
684,64070
685,84503
686,70534
687,85650
688,67463
689,13239
690,86923
691,87094
692,70379
693,100259
694,75414
695,62511
696,77962
697,17642
698,40605
699,38123
700,69481
701,27134
702,69560
703,43822
704,95034
705,54035
706,43383
707,12050
708,94517
709,47898
710,98837
711,46752
712,18687
713,46438
714,79733
715,19678
716,31212
717,14361
718,13562
719,46331
720,92094
721,54334
722,70874
723,5705
724,16890
725,5977
726,29906
727,37801
728,85560
729,96558
730,39302
731,90920
732,72410
733,82511
734,61333
735,80555
736,75349
737,56081
738,2135
739,25821
740,17773
741,83832
742,96630
743,47759
744,96940
745,62531
746,90420
747,42806
748,9676
749,69146
750,57414
751,7834
752,35779
753,95720
754,101842
755,56200
756,35259
757,15565
758,5673
759,79958
760,21169
761,39872
762,102390
763,73451
764,61041
765,77722
766,28048
767,3734
768,92061
769,18247
770,94603
771,83578
772,48896
773,87867
774,92574
775,9613
776,20998
777,80491
778,79222
779,103441
780,81742
781,72724
782,58500
783,38984
784,80796
785,9511
786,88045
787,82413
788,33652
789,31150
790,10869
791,91237
792,35470
793,38609
794,24376
795,92794
796,40581
797,87596
798,31317
799,76120
800,97431
801,82411
802,61750
803,98686
804,86712
805,47906
806,88583
807,7654
808,86214
809,60292
810,12848
811,74466
812,96562
813,100644
814,71728
815,17075
816,30300
817,84827
818,12142
819,7896
820,101256
821,89898
822,43583
823,73789
824,102812
825,95996
826,88151
827,60939
828,87620
829,63530
830,12764
831,5248
832,78496
833,31936
834,56687
835,9929
836,84190
837,42467
838,68226
839,8328
840,21131
841,76654
842,98753
843,20130
844,27911
845,28944
846,1076
847,1401
848,78382
849,37122
850,6070
851,43270
852,24935
853,40609
854,66987
855,51363
856,35859
857,29876
858,5566
859,37622
860,70500
861,17526
862,78271
863,58773
864,89889
865,37087
866,7161
867,39187
868,81721
869,871
870,72853
871,72856
872,51795
873,44081
874,96675
875,88537
876,85950
877,99477
878,82813
879,87602
880,101443
881,19099
882,39590
883,101291
884,77768
885,24603
886,57376
887,75542
888,94142
889,99095
890,96456
891,95594
892,79670
893,76127
894,8664
895,91558
896,59995
897,57568
898,76486
899,74047
900,10223
901,2174
902,81078
903,24962
904,69361
905,97304
906,32845
907,22423
908,56501
909,66407
910,38656
911,289
912,8501
913,25941
914,50027
915,49993
916,7988
917,71267
918,53493
919,78114
920,15959
921,17133
922,43182
923,54470
924,7874
925,80104
926,6194
927,26636
928,62670
929,103412
930,64812
931,43774
932,90036
933,103819
934,5317
935,9125
936,104226
937,89758
938,42348
939,79536
940,67200
941,38057
942,58720
943,39076
944,1879
945,63343
946,2496
947,79449
948,18243
949,71715
950,82518
951,73191
952,80357
953,15385
954,27466
955,79440
956,49497
957,87699
958,35351
959,15351
960,90977
961,79741
962,37761
963,41166
964,71642
965,12951
966,62123
967,40214
968,52597
969,44349
970,80501
971,40524
972,89244
973,81963
974,45240
975,16679
976,17077
977,15403
978,53803
979,94933
980,90192
981,57653
982,85948
983,12246
984,78249
985,26425
986,101974
987,78143
988,81556
989,35789
990,83126
991,81602
992,57895
993,103845
994,87301
995,21483
996,511
997,65211
998,37497
999,24176
1000,54466
1001,77531
1002,32994
1003,47188
1004,100785
1005,17682
1006,51569
1007,69571
1008,35678
1009,68738
1010,65548
1011,53668
1012,102506
1013,4275
1014,4987
1015,35618
1016,45671
1017,97774
1018,13437
1019,89333
1020,81912
1021,56684
1022,98467
1023,49064
1024,44469
1025,18716
1026,98396
1027,97930
1028,4557
1029,38897
1030,50624
1031,94868
1032,33347
1033,6461
1034,43945
1035,85508
1036,32470
1037,22505
1038,42930
1039,47876
1040,70652
1041,19036
1042,58290
1043,68790
1044,38402
1045,20692
1046,4474
1047,10290
1048,37772
1049,57834
1050,9932
1051,66096
1052,59500
1053,98053
1054,52790
1055,23666
1056,63922
1057,89217
1058,8228
1059,28992
1060,62906
1061,8820
1062,4215
1063,38221
1064,18718
1065,37863
1066,27097
1067,74405
1068,90767
1069,45611
1070,71639
1071,20653
1072,13943
1073,44193
1074,56509
1075,92086
1076,751
1077,27447
1078,32094
1079,95893
1080,101312
1081,66158
1082,27676
1083,103265
1084,80050
1085,46254
1086,65143
1087,69729
1088,41270
1089,95890
1090,42549
1091,19788
1092,72564
1093,766
1094,61372
1095,28510
1096,41235
1097,53488
1098,27672
1099,27302
1100,2744
1101,64490
1102,78675
1103,59832
1104,31687
1105,12893
1106,53495
1107,60705
1108,28730
1109,9371
1110,91852
1111,19056
1112,25947
1113,34900
1114,69881
1115,31555
1116,91200
1117,67588
1118,73436
1119,3684
1120,79983
1121,63992
1122,11241
1123,20023
1124,32874
1125,3107
1126,99253
1127,3218
1128,97565
1129,34141
1130,4143
1131,96602
1132,87431
1133,49644
1134,21896
1135,37114
1136,4453
1137,60774
1138,75934
1139,70151
1140,53767
1141,60204
1142,74694
1143,16988
1144,78197
1145,6737
1146,39346
1147,42236
1148,31326
1149,13740
1150,31325
1151,22735
1152,56701
1153,24977
1154,29467
1155,10470
1156,33286
1157,24090
1158,13830
1159,97848
1160,11273
1161,28100
1162,73641
1163,616
1164,16760
1165,61458
1166,59308
1167,59253
1168,40899
1169,90867
1170,81249
1171,26843
1172,18777
1173,11751
1174,15265
1175,2953
1176,28114
1177,86872
1178,67839
1179,93041
1180,27
1181,10025
1182,34187
1183,32611
1184,101102
1185,12190
1186,56427
1187,40222
1188,63183
1189,27941
1190,3090
1191,54558
1192,26872
1193,41480
1194,53797
1195,51388
1196,40290
1197,99602
1198,19391
1199,90155
1200,10083
1201,21181
1202,54924
1203,9746
1204,55353
1205,25724
1206,98357
1207,91173
1208,48040
1209,64529
1210,34334
1211,10380
1212,66315
1213,35091
1214,551
1215,18310
1216,65813
1217,79150
1218,67133
1219,92009
1220,15141
1221,54401
1222,89927
1223,15483
1224,28595
1225,87469
1226,55566
1227,16044
1228,95848
1229,4198
1230,59732
1231,14054
1232,2282
1233,76361
1234,3843
1235,72199
1236,18654
1237,60362
1238,99684
1239,42350
1240,15508
1241,78140
1242,18645
1243,28661
1244,22619
1245,26101
1246,99750
1247,91135
1248,102309
1249,33706
1250,77727
1251,13215
1252,86495
1253,14318
1254,67664
1255,63803
1256,67804
1257,31714
1258,74797
1259,3128
1260,102801
1261,33496
1262,14103
1263,10162
1264,8822
1265,27996
1266,39975
1267,59883
1268,16180
1269,58295
1270,37223
1271,102844
1272,24214
1273,42647
1274,15735
1275,61297
1276,74096
1277,88408
1278,72213
1279,17465
1280,28796
1281,69691
1282,84788
1283,12872
1284,25579
1285,72367
1286,26056
1287,62739
1288,23295
1289,67305
1290,33538
1291,33185
1292,5584
1293,995
1294,104192
1295,83514
1296,86948
1297,103989
1298,55626
1299,33693
1300,57986
1301,29397
1302,6242
1303,10229
1304,57513
1305,60344
1306,19254
1307,65286
1308,80406
1309,83222
1310,23258
1311,102598
1312,84362
1313,31644
1314,81432
1315,68798
1316,20180
1317,76753
1318,21171
1319,8593
1320,62720
1321,53184
1322,46527
1323,92990
1324,14446
1325,35916
1326,94729
1327,51334
1328,4211
1329,5060
1330,54235
1331,82536
1332,47307
1333,87849
1334,99230
1335,7131
1336,10654
1337,27614
1338,48238
1339,57343
1340,29261
1341,100439
1342,76041
1343,15907
1344,41599
1345,69587
1346,85244
1347,70110
1348,91240
1349,27728
1350,93993
1351,13523
1352,2349
1353,67236
1354,76565
1355,41915
1356,64731
1357,60563
1358,61520
1359,14696
1360,77088
1361,75208
1362,17347
1363,3501
1364,35579
1365,57489
1366,2811
1367,64147
1368,68543
1369,70983
1370,67570
1371,3282
1372,82067
1373,43588
1374,78244
1375,55136
1376,13967
1377,75306
1378,98180
1379,29764
1380,55526
1381,52040
1382,82466
1383,51417
1384,73791
1385,15270
1386,70888
1387,98397
1388,56437
1389,6007
1390,66758
1391,8163
1392,9058
1393,22932
1394,83755
1395,94551
1396,69137
1397,71844
1398,67173
1399,63879
1400,22177
1401,40876
1402,6338
1403,59681
1404,68274
1405,64698
1406,68147
1407,10157
1408,86180
1409,103903
1410,34995
1411,19682
1412,4120
1413,16375
1414,15958
1415,14677
1416,72762
1417,70144
1418,102207
1419,98077
1420,94810
1421,61026
1422,39775
1423,36178
1424,79554
1425,20952
1426,81675
1427,30234
1428,13339
1429,2620
1430,72147
1431,33404
1432,62334
1433,56562
1434,79065
1435,47565
1436,26762
1437,95976
1438,75346
1439,62749
1440,48753
1441,6857
1442,267
1443,92097
1444,35378
1445,69211
1446,30453
1447,25124
1448,92312
1449,87276
1450,104566
1451,13884
1452,83803
1453,4075
1454,94486
1455,61931
1456,16521
1457,17629
1458,62701
1459,45886
1460,31029
1461,37906
1462,93681
1463,33105
1464,15224
1465,17315
1466,34559
1467,57523
1468,54952
1469,83162
1470,73785
1471,20856
1472,46445
1473,19673
1474,20814
1475,53869
1476,90812
1477,21295
1478,80347
1479,63839
1480,91296
1481,16969
1482,36196
1483,26720
1484,25883
1485,58303
1486,48762
1487,36530
1488,20073
1489,26694
1490,15753
1491,32693
1492,95726
1493,31016
1494,55468
1495,19635
1496,91288
1497,58362
1498,33279
1499,77902
1500,44277
1501,71533
1502,40157
1503,31934
1504,68279
1505,30371
1506,77016
1507,49470
1508,56956
1509,83007
1510,4250
1511,41474
1512,70194
1513,53759
1514,31427
1515,32350
1516,20923
1517,37182
1518,7635
1519,93291
1520,34703
1521,70577
1522,62037
1523,55753
1524,40509
1525,33503
1526,11138
1527,75175
1528,1409
1529,41256
1530,53436
1531,96333
1532,62386
1533,10514
1534,2933
1535,9710
1536,93931
1537,33454
1538,83464
1539,26784
1540,39758
1541,78398
1542,70252
1543,56176
1544,32104
1545,20920
1546,45946
1547,86622
1548,39149
1549,31210
1550,95332
1551,36118
1552,79964
1553,48472
1554,22173
1555,22749
1556,11949
1557,34107
1558,1046
1559,39117
1560,9309
1561,83171
1562,45865
1563,5237
1564,50773
1565,72126
1566,73949
1567,85589
1568,85331
1569,40238
1570,101180
1571,103643
1572,31121
1573,61717
1574,96323
1575,75194
1576,30250
1577,11152
1578,87122
1579,15211
1580,82125
1581,91813
1582,66949
1583,16161
1584,89477
1585,91425
1586,36658
1587,11594
1588,77766
1589,37457
1590,70585
1591,86823
1592,21627
1593,52480
1594,59029
1595,20873
1596,20666
1597,75034
1598,88097
1599,100838
1600,82294
1601,86553
1602,103339
1603,76143
1604,30548
1605,16777
1606,71733
1607,76763
1608,97831
1609,89861
1610,3411
1611,36820
1612,8271
1613,58800
1614,88375
1615,35402
1616,68994
1617,67992
1618,29554
1619,38340
1620,23075
1621,98310
1622,87970
1623,4649
1624,394
1625,39404
1626,79359
1627,36949
1628,49550
1629,99630
1630,29816
1631,50782
1632,2771
1633,78637
1634,52353
1635,23786
1636,100767
1637,954
1638,19587
1639,57754
1640,69360
1641,98636
1642,69510
1643,46907
1644,58158
1645,44138
1646,42077
1647,78120
1648,71298
1649,6020
1650,39653
1651,92187
1652,21802
1653,22897
1654,24119
1655,6931
1656,76150
1657,48633
1658,86402
1659,68952
1660,64697
1661,40595
1662,42074
1663,7142
1664,60124
1665,45098
1666,28766
1667,95820
1668,58717
1669,18273
1670,48032
1671,6488
1672,28780
1673,38554
1674,36655
1675,50931
1676,44924
1677,40992
1678,3462
1679,69143
1680,86235
1681,91959
1682,3122
1683,31203
1684,66940
1685,81478
1686,7071
1687,64089
1688,2563
1689,57922
1690,89466
1691,42872
1692,27193
1693,87198
1694,86959
1695,30706
1696,10489
1697,60226
1698,471
1699,5706
1700,76891
1701,51845
1702,22994
1703,48313
1704,7783
1705,7602
1706,17500
1707,75983
1708,30270
1709,98148
1710,45586
1711,99334
1712,71208
1713,97860
1714,63380
1715,10341
1716,43743
1717,81804
1718,76421
1719,58475
1720,60152
1721,49883
1722,804
1723,8775
1724,67726
1725,100257
1726,80266
1727,92203
1728,67833
1729,52649
1730,41006
1731,35019
1732,96531
1733,100158
1734,99540
1735,14273
1736,89920
1737,90085
1738,6880
1739,19648
1740,93390
1741,82071
1742,14065
1743,57302
1744,73669
1745,53077
1746,59149
1747,95045
1748,60927
1749,72733
1750,85455
1751,87292
1752,71266
1753,96810
1754,11880
1755,96132
1756,44942
1757,95246
1758,13963
1759,70280
1760,21222
1761,72361
1762,48556
1763,4760
1764,65937
1765,59779
1766,57443
1767,11866
1768,35613
1769,72383
1770,33446
1771,23990
1772,20964
1773,50446
1774,90111
1775,77146
1776,28404
1777,100741
1778,67362
1779,1240
1780,30603
1781,61888
1782,98333
1783,58370
1784,23663
1785,1450
1786,17200
1787,27287
1788,24618
1789,73654
1790,77999
1791,43574
1792,85717
1793,6051
1794,77033
1795,7378
1796,69112
1797,4178
1798,29912
1799,57687
1800,15477
1801,25286
1802,72038
1803,23960
1804,77853
1805,20588
1806,81891
1807,23734
1808,97338
1809,72678
1810,27188
1811,71487
1812,77970
1813,80174
1814,97714
1815,99764
1816,86122
1817,86802
1818,80
1819,98987
1820,47671
1821,90884
1822,85183
1823,10552
1824,96256
1825,76131
1826,78582
1827,11464
1828,21822
1829,21936
1830,22278
1831,44985
1832,43150
1833,80133
1834,92529
1835,5210
1836,16280
1837,13649
1838,95450
1839,54
1840,93240
1841,85534
1842,37169
1843,29679
1844,45662
1845,85240
1846,23105
1847,80961
1848,36416
1849,21752
1850,89458
1851,45526
1852,76315
1853,33956
1854,26518
1855,30646
1856,80906
1857,81559
1858,23903
1859,23781
1860,47209
1861,20484
1862,90432
1863,40225
1864,86345
1865,85376
1866,6583
1867,7437
1868,4214
1869,83065
1870,65682
1871,18426
1872,102010
1873,50200
1874,19101
1875,26997
1876,18993
1877,43573
1878,100412
1879,41756
1880,56711
1881,35127
1882,95859
1883,101618
1884,40264
1885,11109
1886,40206
1887,6765
1888,3189
1889,58820
1890,78842
1891,83150
1892,42658
1893,20445
1894,85638
1895,47970
1896,78284
1897,90531
1898,48126
1899,50464
1900,42151
1901,102025
1902,71655
1903,74161
1904,61159
1905,90953
1906,63175
1907,37748
1908,27326
1909,49582
1910,20241
1911,4922
1912,92004
1913,12174
1914,11813
1915,8826
1916,34237
1917,65841
1918,7944
1919,82202
1920,31796
1921,61300
1922,76188
1923,84151
1924,75757
1925,45529
1926,5175
1927,100795
1928,93139
1929,22781
1930,59920
1931,93525
1932,68262
1933,65671
1934,65161
1935,54927
1936,46621
1937,54364
1938,101743
1939,99633
1940,47581
1941,76002
1942,4155
1943,53855
1944,51908
1945,16040
1946,2434
1947,72563
1948,68491
1949,7703
1950,36147
1951,40401
1952,48258
1953,81481
1954,38637
1955,98126
1956,86449
1957,45894
1958,59092
1959,77384
1960,38921
1961,22566
1962,51458
1963,98998
1964,97198
1965,97469
1966,85914
1967,2683
1968,75903
1969,35679
1970,30668
1971,20121
1972,93085
1973,82937
1974,50801
1975,14190
1976,61708
1977,102004
1978,54319
1979,103116
1980,92841
1981,13912
1982,80669
1983,77687
1984,100187
1985,284
1986,88587
1987,47635
1988,78575
1989,69155
1990,86200
1991,82619
1992,104648
1993,84456
1994,24914
1995,91731
1996,54730
1997,47859
1998,103477
1999,8135
2000,99181
2001,93358
2002,12152
2003,103362
2004,3742
2005,88186
2006,9461
2007,25935
2008,96838
2009,9081
2010,4910
2011,3513
2012,19306
2013,90721
2014,62581
2015,66515
2016,91225
2017,21406
2018,41204
2019,43889
2020,82643
2021,69369
2022,57386
2023,44210
2024,85819
2025,35767
2026,79799
2027,59949
2028,87264
2029,83326
2030,50630
2031,69613
2032,44324
2033,22459
2034,10190
2035,82186
2036,25877
2037,32320
2038,57805
2039,97180
2040,95181
2041,78042
2042,31330
2043,31513
2044,84184
2045,96480
2046,29138
2047,44090
2048,31175
2049,83234
2050,24139
2051,101011
2052,91666
2053,72413
2054,77493
2055,26820
2056,32169
2057,17389
2058,44185
2059,7967
2060,20983
2061,98959
2062,88928
2063,66286
2064,44530
2065,19004
2066,89452
2067,5179
2068,103351
2069,74831
2070,85695
2071,5717
2072,98348
2073,16743
2074,33563
2075,70953
2076,64853
2077,62515
2078,44998
2079,30150
2080,65218
2081,41451
2082,25495
2083,86807
2084,29966
2085,16457
2086,87991
2087,28833
2088,66791
2089,17413
2090,103360
2091,20785
2092,45460
2093,7165
2094,4672
2095,80762
2096,69497
2097,41329
2098,8050
2099,28603
2100,27063
2101,7587
2102,97624
2103,30651
2104,47752
2105,94261
2106,83696
2107,91550
2108,18664
2109,2365
2110,97007
2111,64655
2112,62338
2113,39986
2114,94565
2115,4842
2116,87556
2117,59488
2118,69554
2119,5834
2120,72745
2121,104611
2122,19530
2123,65187
2124,93904
2125,80651
2126,82963
2127,86765
2128,18389
2129,49936
2130,27165
2131,55406
2132,4723
2133,65386
2134,33905
2135,79698
2136,67492
2137,48702
2138,936
2139,45918
2140,47156
2141,92045
2142,88280
2143,19149
2144,40166
2145,41447
2146,53380
2147,91228
2148,87235
2149,24065
2150,2345
2151,98090
2152,87988
2153,76372
2154,49361
2155,11742
2156,3751
2157,55535
2158,18698
2159,65374
2160,49040
2161,93803
2162,57389
2163,64276
2164,57137
2165,50449
2166,62066
2167,9260
2168,31859
2169,57162
2170,55089
2171,51461
2172,32539
2173,24443
2174,81756
2175,39611
2176,4098
2177,91806
2178,100872
2179,87380
2180,52296
2181,19805
2182,25323
2183,50009
2184,84949
2185,82135
2186,79336
2187,81470
2188,49393
2189,18745
2190,24702
2191,103695
2192,53142
2193,87066
2194,96319
2195,95819
2196,8155
2197,32433
2198,21921
2199,79740
2200,54873
2201,61111
2202,82282
2203,3266
2204,6102
2205,53072
2206,25156
2207,67167
2208,83155
2209,31416
2210,5444
2211,10077
2212,86695
2213,61323
2214,103521
2215,7496
2216,8924
2217,2445
2218,5199
2219,92084
2220,794
2221,3236
2222,40409
2223,101969
2224,77579
2225,82556
2226,54439
2227,87711
2228,182
2229,18897
2230,6133
2231,71232
2232,76345
2233,82561
2234,90975
2235,1777
2236,35590
2237,102496
2238,50451
2239,40915
2240,24996
2241,78091
2242,66795
2243,11859
2244,101424
2245,66568
2246,103533
2247,4959
2248,74245
2249,69715
2250,83017
2251,20640
2252,86405
2253,83904
2254,91081
2255,86401
2256,96895
2257,56204
2258,72452
2259,83660
2260,57678
2261,83941
2262,33852
2263,68282
2264,86319
2265,66360
2266,5139
2267,56273
2268,89200
2269,69695
2270,92881
2271,89840
2272,16924
2273,87297
2274,77662
2275,76852
2276,63940
2277,55726
2278,51822
2279,47285
2280,97768
2281,103731
2282,101287
2283,88662
2284,71972
2285,32902
2286,53501
2287,46314
2288,35148
2289,42737
2290,26735
2291,68905
2292,78611
2293,45277
2294,99825
2295,29499
2296,96585
2297,48590
2298,29703
2299,80305
2300,68830
2301,88883
2302,7528
2303,79121
2304,89954
2305,29809
2306,95436
2307,3097
2308,99745
2309,30031
2310,73905
2311,13196
2312,94969
2313,68141
2314,32623
2315,86296
2316,3639
2317,84382
2318,44292
2319,68265
2320,2503
2321,96576
2322,79871
2323,58407
2324,9358
2325,10007
2326,19665
2327,82049
2328,5375
2329,72163
2330,13547
2331,35780
2332,80834
2333,56253
2334,45227
2335,66200
2336,28505
2337,62290
2338,10565
2339,102846
2340,10405
2341,39277
2342,52549
2343,67406
2344,20936
2345,101459
2346,10802
2347,100643
2348,28619
2349,41120
2350,46635
2351,57131
2352,51515
2353,91913
2354,62267
2355,72169
2356,17979
2357,60709
2358,74039
2359,97236
2360,78519
2361,38467
2362,104440
2363,84748
2364,41636
2365,95296
2366,65023
2367,85221
2368,4805
2369,11180
2370,66548
2371,56943
2372,56650
2373,68131
2374,104053
2375,23172
2376,2437
2377,96947
2378,83511
2379,88348
2380,33216
2381,60174
2382,2431
2383,11408
2384,102377
2385,78823
2386,95655
2387,11722
2388,98322
2389,46056
2390,80402
2391,15842
2392,57793
2393,21672
2394,26253
2395,102243
2396,42285
2397,40077
2398,9863
2399,76439
2400,89178
2401,39961
2402,77513
2403,27072
2404,23425
2405,93710
2406,91740
2407,50817
2408,44610
2409,39761
2410,66324
2411,37064
2412,28173
2413,43735
2414,37274
2415,18656
2416,37046
2417,48139
2418,71000
2419,34493
2420,67598
2421,3324
2422,73493
2423,56761
2424,58534
2425,17180
2426,21781
2427,61699
2428,22083
2429,13362
2430,51265
2431,44063
2432,98463
2433,37835
2434,54465
2435,33010
2436,58901
2437,46225
2438,82309
2439,49495
2440,23402
2441,28773
2442,25313
2443,17795
2444,86745
2445,44834
2446,104051
2447,41933
2448,23533
2449,22688
2450,80246
2451,78715
2452,64719
2453,100235
2454,54033
2455,19499
2456,2854
2457,99155
2458,97658
2459,85870
2460,50968
2461,24980
2462,61764
2463,85288
2464,95884
2465,82329
2466,60238
2467,48797
2468,43130
2469,60147
2470,41356
2471,13897
2472,64207
2473,30045
2474,43927
2475,76946
2476,21996
2477,21758
2478,53358
2479,36053
2480,23475
2481,38054
2482,82721
2483,99862
2484,23390
2485,96022
2486,100419
2487,101243
2488,34543
2489,71245
2490,103035
2491,13484
2492,93502
2493,11662
2494,50925
2495,85908
2496,36211
2497,74876
2498,52865
2499,91532
2500,14719
2501,38093
2502,59812
2503,68343
